article_id,title,blurb,url,thumbnail_url,section,sub_category,tags,published_at,estimated_read_time_mins,is_breaking,word_count
53e86b33-9045-4757-9b97-1eb56156971c,What is US Open prize money?,BBC Sport's Ask Me Anything team looks at how much prize money is on offer at the US Open.,https://www.bbc.com/sport/tennis/articles/cgjyjjxzvydo?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/bd9f/live/9bb5e760-88a0-11f0-9cf6-cbf3e73ce2b9.png,Sport,Tennis,"[""tennis"", ""sport"", ""wimbledon"", ""grand slam""]",2026-04-13T10:36:42,4,False,432
4aed23ec-7e20-4e3e-866a-b54348aded48,Asher-Smith finishes seventh as Dosso takes women's 60m gold,Asher-Smith finishes seventh as Dosso takes women's 60m gold,https://www.bbc.co.uk/programmes/p0n82ddd?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/images/ic/240x135/p0n82f2r.jpg,Sport,Athletics,"[""athletics"", ""sport"", ""running"", ""olympics""]",2026-04-13T18:01:20,5,False,811
f16f2a13-d90d-4814-9505-5f89ab4aa4ca,Ukraine war 'led me to surrogacy' to earn money but a new law could end those plans,Ukraine is considering a law that would effectively ban foreigners from accessing surrogacy in the country.,https://www.bbc.com/news/articles/clyp4kp687go?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/dd4d/live/992a5b50-494f-11f1-bd44-e578c5bd51ff.png,News,World,"[""world"", ""international"", ""global""]",2026-04-13T20:44:38,5,False,655
1b2a9f2b-5ce1-4d99-b6d3-dbeb54edc90a,Man charged after allegedly threatening Andrew Mountbatten-Windsor,"Alex Jenkinson, 39, of Stowmarket, Suffolk, has been remanded in custody ahead of a court appearance.",https://www.bbc.com/news/articles/c4g0d1wp6g8o?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/87bc/live/de876bc0-4abc-11f1-b55d-0f258dce1735.png,News,UK Politics,"[""politics"", ""UK"", ""government"", ""policy""]",2026-04-13T21:29:27,2,False,473
38ecc5a5-9f1a-42fe-b00a-8e6c076d2eba,Six things to watch out for in the Scottish election,Results are expected to be announced across the country from early on Friday afternoon.,https://www.bbc.com/news/articles/cn4pyrnmplgo?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/0d93/live/e07c1f30-4a61-11f1-a4c0-1961880a461f.jpg,News,UK Politics,"[""politics"", ""UK"", ""government"", ""policy""]",2026-04-14T13:19:42,2,False,997
aba24159-18da-4079-a2d8-feeaba6eea3c,"When will we know election results in England, Scotland and Wales?","Millions have voted in parliamentary elections in Scotland and Wales, and local elections in England.",https://www.bbc.com/news/articles/c62nq678nyzo?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/992e/live/18566ce0-4ab1-11f1-b55d-0f258dce1735.jpg,News,UK Politics,"[""politics"", ""UK"", ""government"", ""policy""]",2026-04-14T13:25:44,4,False,1076
09ddad92-5e82-4b51-b409-006b88520130,Football Daily,"John Murray, Ian Dennis & Ali Bruce-Ball react to European success for Arsenal & Villa.",https://www.bbc.co.uk/sounds/play/m002wgwt?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/images/ic/240x135/p0m29vn0.jpg,Sport,Football,"[""football"", ""sport"", ""premier league"", ""soccer""]",2026-04-14T13:40:43,4,False,683
79d09dbd-f9df-49cb-9759-cae1ca35a700,Gold next target on Robertson's 'tremendous journey',"Joanna Robertson says her sporting life has been a ""tremendous journey"" with the next stop the Glasgow 2026 Commonwealth Games, where she is targeting gold in the T54 1500m and 400m wheelchair races.",https://www.bbc.com/sport/athletics/articles/c62d79gp93jo?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/bf4d/live/da6571a0-4962-11f1-a87a-55dfd3c7a311.jpg,Sport,Athletics,"[""athletics"", ""sport"", ""running"", ""olympics""]",2026-04-14T19:29:21,4,False,996
d8246c93-cf8b-4581-a807-c0081211db0a,Meta brings High Court challenge over Ofcom fees,"Meta said Ofcom's calculations were ""disproportionate""; the regulator said it would defend its position.",https://www.bbc.com/news/articles/cj0pqpgvvn2o?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/49b2/live/00387d60-4a2a-11f1-bfb3-af42b3144659.jpg,Technology,Tech & AI,"[""technology"", ""AI"", ""internet"", ""innovation"", ""data""]",2026-04-14T21:12:14,5,False,588
f5958016-1039-4987-aa57-ed13f15b8210,Vibrant and victorious - Villa ready to end 30-year trophy drought,When Unai Emery arrived at Aston Villa he declared he wanted to win trophies. He is now just a game away from silverware after a crushing Europa League semi-final win against Nottingham Forest.,https://www.bbc.com/sport/football/articles/cddpy80r5dgo?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/a546/live/5bf6c930-4a5d-11f1-a4c0-1961880a461f.jpg,Sport,Football,"[""football"", ""sport"", ""premier league"", ""soccer""]",2026-04-14T21:55:34,2,False,349
d9b358fd-703d-4827-80a8-4201378964a7,The kelp producer who wants to get Americans eating seaweed,Marine farmer Suzie Flores also hopes the crop can revitalise the US's small fishing towns.,https://www.bbc.com/news/articles/cx21n6zzpqwo?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/25f3/live/444862c0-42e3-11f1-b55d-0f258dce1735.jpg,Business,Economy,"[""business"", ""economy"", ""finance"", ""markets"", ""companies""]",2026-04-15T07:15:45,6,False,822
8b92e9a3-2cd4-4475-bed8-3d864d55ad51,Arsenal draw at Brighton gives Man City WSL title,Arsenal play out a 1-1 draw away to Brighton & Hove Albion - a result which gives Manchester City their first WSL title since 2016.,https://www.bbc.com/sport/football/videos/cy72gv723rno?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/b75b/live/ba563880-499a-11f1-ac78-2112837ce2aa.jpg,Sport,Football,"[""football"", ""sport"", ""premier league"", ""soccer""]",2026-04-15T10:31:02,2,False,1130
9c0579ca-a58a-4886-81d4-0853f4724dd9,What is the UK Covid inquiry and how does it work?,"The fourth report from the inquiry into the pandemic said the vaccine roll-out was an ""extraordinary feat"".",https://www.bbc.com/news/articles/cdr3kx6xmp5o?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/2bda/live/d088bf20-5723-11f0-82f9-ffcaa67a8d94.jpg,News,Health,"[""health"", ""NHS"", ""medicine"", ""wellbeing""]",2026-04-15T13:45:10,4,False,1149
37f280b1-6706-4bbb-8ad8-4254f39ca67f,Hantavirus strain that spreads between humans found in cruise ship passengers,South Africa's health ministry said the Andes strain of the virus was found in two confirmed cases linked to the outbreak.,https://www.bbc.com/news/articles/ce8pypvjx1ko?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/6cdc/live/63d64150-4916-11f1-bd52-e755d604ece4.jpg,News,Health,"[""health"", ""NHS"", ""medicine"", ""wellbeing""]",2026-04-15T15:28:07,2,False,406
b46a5e17-0d2b-4bb5-a092-d939bd3a867a,Man City's title hopes dented despite late Doku stunner in six-goal thriller,Jeremy Doku's 97th-minute equaliser salvages a draw for Manchester City in a six-goal thriller at Everton.,https://www.bbc.com/sport/football/videos/c2k2dd79wyxo?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/4e98/live/be3e6290-4802-11f1-ac78-2112837ce2aa.jpg,Sport,Football,"[""football"", ""sport"", ""premier league"", ""soccer""]",2026-04-15T15:57:01,7,False,350
8b52ae9b-236f-479e-95d1-7e419a7b779e,Man jailed for murder of father-of-nine  has conviction quashed,"Sean Rodgers, 38, was sentenced to a minimum of 18 years for the murder of Edward Meenan in Londonderry in 2018.",https://www.bbc.com/news/articles/cgqpv9p32z8o?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/804a/live/389a8520-4adb-11f1-941e-d3689d7c57f6.jpg,News,UK Politics,"[""politics"", ""UK"", ""government"", ""policy""]",2026-04-15T16:22:44,5,False,330
f558cf3c-d1eb-4713-a5d5-dd37364a094e,Inside Health,"James visits Hackney, which has one of the lowest vaccination rates in the country.",https://www.bbc.co.uk/sounds/play/m002sf6d?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/images/ic/240x135/p0m1r8h6.jpg,News,Health,"[""health"", ""NHS"", ""medicine"", ""wellbeing""]",2026-04-15T18:12:58,6,False,419
5d4e138d-e123-47a3-a9d2-b55fb2fd4e48,Prepare for turbulence - how a prolonged Middle East conflict could reshape how we fly,The Gulf's hub airports made long-distance travel cheaper - but now their future looks unclear.,https://www.bbc.com/news/articles/cn08x9lw0pzo?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/1543/live/c1c12910-2837-11f1-b297-95b0a0a8331e.jpg,Business,Economy,"[""business"", ""economy"", ""finance"", ""markets"", ""companies""]",2026-04-15T18:41:50,4,False,490
697dc3f5-723d-4205-9503-1ab185047e2f,Players at 'high risk' as tennis chases sun,"With high temperatures and very high UV levels at the Australian Open, BBC Sport looks at the effects of playing for hours outdoors.",https://www.bbc.com/sport/tennis/articles/c14rvyj80g7o?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/823a/live/4e02b680-f6cb-11f0-b385-5f48925de19a.jpg,Sport,Tennis,"[""tennis"", ""sport"", ""wimbledon"", ""grand slam""]",2026-04-15T19:55:58,5,False,477
7ade35d2-ba84-4de6-b3dd-5cfe31ad6358,Shakira unveils official World Cup 2026 song,Colombian pop star Shakira unveils her official song for the 2026 World Cup.,https://www.bbc.com/sport/football/articles/cgjp5q6xvg9o?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/dd59/live/ac3ce2b0-4a4b-11f1-9cf8-9bf0cf6f692d.jpg,Sport,Football,"[""football"", ""sport"", ""premier league"", ""soccer""]",2026-04-15T20:57:18,6,False,1106
e371d219-55eb-4631-a782-ad2e6f155a27,The science of soulmates: Is there someone out there exactly right for you?,"For many, the idea of soulmates still shapes how love is understood.",https://www.bbc.com/news/articles/crrnyg9e91jo?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/cb9b/live/0e8bfe40-01b5-11f1-9972-d3f265c101c6.jpg,Science,Environment,"[""science"", ""climate"", ""environment"", ""nature"", ""research""]",2026-04-16T06:40:32,3,False,568
52b31502-e55d-44aa-8c1b-fe179835b770,How do pacers work?,BBC Sport's Ask Me Anything team explains the role of pacers in running events,https://www.bbc.com/sport/articles/cqlpvg6eqy1o?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/5182/live/580063c0-44a1-11f1-bd52-e755d604ece4.jpg,Sport,Athletics,"[""athletics"", ""sport"", ""running"", ""olympics""]",2026-04-16T09:22:27,7,False,936
cf27f207-6eaf-4817-b2b5-a3048e5e9903,Crystal Palace fans want honey again - Glasner,Crystal Palace manager Oliver Glasner had some unusual answers to questions at his news conference before their Conference League semi-final second leg with Shakhtar Donetsk.,https://www.bbc.com/sport/football/videos/crmpjnx1d3mo?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/4916/live/c3c212c0-4960-11f1-bd52-e755d604ece4.jpg,Sport,Football,"[""football"", ""sport"", ""premier league"", ""soccer""]",2026-04-16T10:32:37,4,False,322
19a5af23-b121-4226-8eda-a0addc1d91b6,Duplantis wins fourth World Indoor Championship gold,Armand Duplantis wins his fourth pole vault world indoor title with a championship record 6.25m clearance at the World Indoor Athletics Championships in Poland.,https://www.bbc.com/sport/athletics/videos/cr41xe12rzeo?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/5b78/live/86498070-2563-11f1-b297-95b0a0a8331e.jpg,Sport,Athletics,"[""athletics"", ""sport"", ""running"", ""olympics""]",2026-04-16T17:05:27,5,False,1054
3f47af44-5bab-4194-87b6-9b479c2e3198,BBC Inside Science,What was learnt from the Chernobyl disaster and how has it shaped UK energy production?,https://www.bbc.co.uk/sounds/play/w3ct977g?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/images/ic/240x135/p0m1ww2j.jpg,Science,Environment,"[""science"", ""climate"", ""environment"", ""nature"", ""research""]",2026-04-17T06:16:13,7,False,367
530d6c0d-06c7-4089-bcb4-5dd442f904a1,What is hantavirus and how does it spread?,"The Andes strain of the virus, which can rarely be passed from person to person,  has been confirmed in some passengers.",https://www.bbc.com/news/articles/c8r8j1l6j0go?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/f9b6/live/e5da45c0-477c-11f1-b55d-0f258dce1735.jpg,News,Health,"[""health"", ""NHS"", ""medicine"", ""wellbeing""]",2026-04-17T08:03:10,5,False,343
87278e30-30e0-4aa8-ade2-fb644cdcf714,Boulter teams up with 'absolute icon' Williams in Madrid,"Briton Katie Boulter calls it a privilege to play alongside ""absolute icon"" Venus Williams as they reach round two of the women's doubles at the Madrid Open.",https://www.bbc.com/sport/tennis/articles/c1j76y9pdk0o?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/8686/live/984c3730-40c6-11f1-9af5-0bf991029b02.jpg,Sport,Tennis,"[""tennis"", ""sport"", ""wimbledon"", ""grand slam""]",2026-04-17T09:31:45,4,False,1170
4c61022e-b6d6-41f7-b055-2063f7d55b47,What is the 'designated batters' rule introduced by Big Bash League?,BBC Sport's Ask Me Anything team explains the new 'designated batter and fielder' rule introduced by the Big Bash League for the 2026-27 season.,https://www.bbc.com/sport/cricket/articles/cy9y8d1wgrgo?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/cf99/live/f3013920-f204-11f0-b5f7-49f0357294ff.jpg,Sport,Cricket,"[""cricket"", ""sport"", ""ashes"", ""test match""]",2026-04-17T10:08:34,4,False,295
181deff2-ac76-42ed-b084-b2f8ef715957,First ever talks to ditch fossil fuels as UN deadlock deepens,Some 60 countries are meeting in Colombia as frustration grows with lack of progress in tackling climate change,https://www.bbc.com/news/articles/cx2rq92yv4vo?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/541b/live/e6404e80-3f00-11f1-8f22-b3ee8e7863f3.jpg,Science,Environment,"[""science"", ""climate"", ""environment"", ""nature"", ""research""]",2026-04-17T10:55:16,6,False,277
b560db87-c99b-43d5-b3f2-b3e4c9939c5f,Tech Now,"Shiona McCallum tours Blenheim Palace, exploring the tech aiding its restoration.",https://www.bbc.co.uk/iplayer/episode/m002tvm7?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/images/ic/240x135/p0n9zb5q.jpg,Technology,Tech & AI,"[""technology"", ""AI"", ""internet"", ""innovation"", ""data""]",2026-04-17T13:28:39,3,False,749
b3088ff7-320f-4cc2-9d14-70d673f6669c,Major rail disruption expected in southern England until end of day,"A radio fault has been resolved but passengers could continue to face long delays, warns National Rail.",https://www.bbc.com/news/articles/ckgp8yjllx1o?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/2f25/live/25c08330-4a3d-11f1-bd52-e755d604ece4.jpg,Business,Economy,"[""business"", ""economy"", ""finance"", ""markets"", ""companies""]",2026-04-17T16:55:40,5,False,1157
4e852ac1-e159-44d0-9279-335c89a7374b,David Attenborough's 'secret superpower' celebrated on 100th birthday,BBC producers talk about working with Sir David Attenborough on his 100th birthday.,https://www.bbc.com/news/articles/c232kl5g13jo?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/e685/live/26234190-4aca-11f1-9a78-91accbab2de0.jpg,Science,Environment,"[""science"", ""climate"", ""environment"", ""nature"", ""research""]",2026-04-17T19:05:58,5,False,585
20b15859-9767-42bb-853c-c178acf62bd3,Stumped podcast: What impact could England's Corteen-Coleman make at T20 World Cup?,Uncapped Corteen-Coleman has been named in England Women's T20 World Cup squad,https://www.bbc.co.uk/sounds/play/w3ct99f4?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/images/ic/240x135/p0nhkdgx.jpg,Sport,Cricket,"[""cricket"", ""sport"", ""ashes"", ""test match""]",2026-04-18T06:03:50,7,False,601
1818f024-b0fc-4bbb-9e08-4ed4e51f6626,Why has the UAE left Opec - and why does this matter?,The United Arab Emirates (UAE) is quitting oil cartel Opec after nearly 60 years of membership.,https://www.bbc.com/news/videos/cz92wdvwek8o?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/809a/live/556ee020-43b4-11f1-bd52-e755d604ece4.jpg,Business,Economy,"[""business"", ""economy"", ""finance"", ""markets"", ""companies""]",2026-04-18T06:23:19,3,False,642
5c094d9e-23f0-45d2-80d7-f19adb6f2861,Anti-war protests rock Japan as PM pushes for stronger defence,Japan's largest anti-war protests in decades highlight a population divided over changes to its pacifist constitution.,https://www.bbc.com/news/articles/c4g93v8jqnyo?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/c835/live/c4771c70-4914-11f1-b60d-11e8305a3b87.jpg,News,World,"[""world"", ""international"", ""global""]",2026-04-18T07:35:18,7,False,1104
036b8acb-8716-4fd2-ac8b-bfbd9eb5bbc3,Trapped nerve and wee stops - running a marathon 22 weeks pregnant,British athlete Calli Hauger-Thackery says running the Boston Marathon 22 weeks into her pregnancy was the toughest achievement in her career.,https://www.bbc.com/sport/athletics/articles/cd9v425e9dqo?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/3121/live/56e456e0-3dc6-11f1-b6c7-4f869705a4fe.jpg,Sport,Athletics,"[""athletics"", ""sport"", ""running"", ""olympics""]",2026-04-18T09:15:27,6,False,871
03e5e1ca-19a7-4741-b939-8e6ab1f0220c,Test Match Special Podcast,"Mark Chapman is joined by Sir Alastair Cook, Jack Leach and, Phil Tufnell.",https://www.bbc.co.uk/sounds/play/p0ngygw8?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/images/ic/240x135/p0ngyh20.jpg,Sport,Cricket,"[""cricket"", ""sport"", ""ashes"", ""test match""]",2026-04-18T12:04:53,7,False,1123
333c6ce4-5053-452b-a560-3990acc5464a,How operation to disembark passengers on virus-hit cruise will work,"The BBC's Guy Hedgecoe reports from Tenerife, where some locals fear the ship's arrival could bring health risks.",https://www.bbc.com/news/videos/cx218zp9897o?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/d849/live/350d88e0-4a4e-11f1-b55d-0f258dce1735.jpg,News,World,"[""world"", ""international"", ""global""]",2026-04-18T13:59:16,6,False,519
ff90d0f7-1bd2-429e-9b5a-1fd619933f5b,"Ups, downs and the race for Europe","All you need to know about promotion, relegation and qualification for Europe in England and Scotland's top men's football leagues, and the Women's Super League.",https://www.bbc.com/sport/football/articles/c4gq030l414o?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/4a8e/live/f5b00d50-4636-11f1-9cdd-6d38890cd031.jpg,Sport,Football,"[""football"", ""sport"", ""premier league"", ""soccer""]",2026-04-18T15:44:18,5,False,542
7f7382f0-6035-40c0-b378-ba31ad73aada,Seven-time Grand Slam champion Murray retires,Seven-time Grand Slam champion Jamie Murray retires from tennis as one of the most-decorated doubles players in the world. Here's a look back at his 2007 and 2017 mixed doubles triumphs at Wimbledon.,https://www.bbc.com/sport/tennis/videos/c4gdd6z0dlmo?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/9195/live/f927f480-38d9-11f1-879d-1b2f5c3919b8.jpg,Sport,Tennis,"[""tennis"", ""sport"", ""wimbledon"", ""grand slam""]",2026-04-18T20:25:26,5,False,275
484f7b78-95e3-4b2f-9697-35eb4e30d8f6,Trump and Lula's private Oval Office meeting signals lingering strain - and effort to avoid tension,"The US and Brazilian presidents did not appear together publicly, but traded compliments after their talks.",https://www.bbc.com/news/articles/c8r8gxjxz10o?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/a264/live/ea115f80-4a8c-11f1-8cc6-3107ba12e291.jpg,News,World,"[""world"", ""international"", ""global""]",2026-04-18T21:06:55,4,False,613
d1154f20-c48e-4039-9a32-42c9eb572301,Kyrgios defeats Sabalenka in 'Battle of the Sexes',Watch the best moments between Aryna Sabalenka and Nick Kyrgios at the Battle of the Sexes in Dubai.,https://www.bbc.com/sport/tennis/videos/c62npyp99rko?at_medium=RSS&at_campaign=rss,https://ichef.bbci.co.uk/ace/standard/240/cpsprodpb/3c64/live/2da7e340-e41c-11f0-aae2-2191c0e48a3b.jpg,Sport,Tennis,"[""tennis"", ""sport"", ""wimbledon"", ""grand slam""]",2026-04-18T21:14:54,3,False,478
